score,group
0.909930,within
0.909930,within
0.901976,within
0.896635,within
0.901976,within
0.901976,within
0.901976,within
0.901976,within
0.901976,within
0.909930,within
1.000000,within
1.000000,within
0.990795,within
0.990795,within
1.000000,within
0.970795,within
1.000000,within
1.000000,within
1.000000,within
1.000000,within
1.000000,within
0.990795,within
1.000000,within
0.990795,within
0.990795,within
1.000000,within
0.970795,within
1.000000,within
1.000000,within
1.000000,within
1.000000,within
1.000000,within
0.990795,within
0.990795,within
0.990795,within
1.000000,within
0.970795,within
1.000000,within
1.000000,within
1.000000,within
1.000000,within
1.000000,within
0.990795,within
1.000000,within
0.990795,within
0.967159,within
0.990795,within
0.990795,within
0.990795,within
0.990795,within
0.990795,within
1.000000,within
0.990795,within
0.967159,within
0.990795,within
0.990795,within
0.990795,within
0.990795,within
0.990795,within
1.000000,within
0.970795,within
1.000000,within
1.000000,within
1.000000,within
1.000000,within
1.000000,within
0.990795,within
0.970795,within
0.970795,within
0.970795,within
0.970795,within
0.970795,within
0.967159,within
1.000000,within
1.000000,within
1.000000,within
1.000000,within
0.990795,within
1.000000,within
1.000000,within
1.000000,within
0.990795,within
1.000000,within
1.000000,within
0.990795,within
1.000000,within
0.990795,within
0.990795,within
0.862557,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.527374,cross
0.527374,cross
0.523056,cross
0.523624,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.527374,cross
0.862557,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.527374,cross
0.527374,cross
0.523056,cross
0.523624,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.527374,cross
0.865057,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.530783,cross
0.530783,cross
0.524646,cross
0.522576,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.530783,cross
0.865057,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.530783,cross
0.530783,cross
0.524646,cross
0.522576,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.530783,cross
0.865057,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.530783,cross
0.530783,cross
0.524646,cross
0.522576,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.530783,cross
0.865057,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.530783,cross
0.530783,cross
0.524646,cross
0.522576,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.530783,cross
0.865057,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.530783,cross
0.530783,cross
0.524646,cross
0.522576,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.530783,cross
0.862557,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.527374,cross
0.527374,cross
0.523056,cross
0.523624,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.527374,cross
0.862557,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.527374,cross
0.527374,cross
0.523056,cross
0.523624,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.527374,cross
0.862557,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.527374,cross
0.527374,cross
0.523056,cross
0.523624,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.527374,cross
0.862557,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.527374,cross
0.527374,cross
0.523056,cross
0.523624,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.523056,cross
0.527374,cross
0.865057,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.530783,cross
0.530783,cross
0.524646,cross
0.522576,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.530783,cross
0.865057,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.530783,cross
0.530783,cross
0.524646,cross
0.522576,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.524646,cross
0.530783,cross
0.902279,cross
0.569595,cross
0.569595,cross
0.569595,cross
0.568686,cross
0.568686,cross
0.569595,cross
0.573232,cross
0.569595,cross
0.569595,cross
0.569595,cross
0.569595,cross
0.569595,cross
0.568686,cross
0.878223,within
0.762176,within
0.717348,within
0.801818,within
0.735935,within
0.834007,within
0.763254,within
0.681746,within
0.739070,within
0.753753,within
0.766432,within
0.704133,within
0.634052,within
0.800212,within
0.760632,within
0.785698,within
0.766745,within
0.730717,within
0.633476,within
0.816993,within
0.753232,within
0.730757,within
0.728097,within
0.698207,within
0.830274,within
0.731166,within
0.696609,within
0.638223,within
0.779445,within
0.700510,within
0.578132,within
0.877117,within
0.666851,within
0.721043,within
0.816177,within
0.739119,within
0.718009,within
0.781655,within
0.774673,within
0.768274,within
0.790341,within
0.718202,within
0.788308,within
0.758374,within
0.750874,within
0.847173,within
0.848918,within
0.798867,within
0.707978,within
0.867983,within
0.745291,within
0.694017,within
0.808444,within
0.727867,within
0.746694,within
0.749025,within
0.739123,cross
0.708442,cross
0.750639,cross
0.767132,cross
0.783538,cross
0.791060,cross
0.751663,cross
0.670298,cross
0.687302,cross
0.750109,cross
0.821955,cross
0.812726,cross
0.801184,cross
0.696721,cross
0.670202,cross
0.660825,cross
0.703270,cross
0.756606,cross
0.698669,cross
0.732406,cross
0.725185,cross
0.752675,cross
0.816746,cross
0.784864,cross
0.679716,cross
0.686929,cross
0.742882,cross
0.826095,cross
0.803495,cross
0.817412,cross
0.722072,cross
0.673171,cross
0.668228,cross
0.717237,cross
0.752262,cross
0.711823,cross
0.720049,cross
0.705862,cross
0.706011,cross
0.732705,cross
0.735954,cross
0.730889,cross
0.706016,cross
0.776829,cross
0.774522,cross
0.733081,cross
0.773534,cross
0.738995,cross
0.701177,cross
0.729568,cross
0.751388,cross
0.789052,cross
0.648250,cross
0.630011,cross
0.681394,cross
0.661741,cross
0.701025,cross
0.688694,cross
0.699533,cross
0.771466,cross
0.812438,cross
0.761315,cross
0.685873,cross
0.767924,cross
0.784631,cross
0.758017,cross
0.750315,cross
0.780856,cross
0.686585,cross
0.738992,cross
0.763697,cross
0.671521,cross
0.713430,cross
0.693948,cross
0.655928,cross
0.658133,cross
0.739703,cross
0.579331,cross
0.691744,cross
0.704205,cross
0.627607,cross
0.644089,cross
0.589081,cross
0.524812,cross
0.571594,cross
0.665534,cross
0.609437,cross
0.690918,cross
0.734347,cross
0.707855,cross
0.691997,cross
0.623565,cross
0.558378,cross
0.591518,cross
0.650475,cross
0.639910,cross
0.685718,cross
0.753835,cross
0.718509,cross
0.708004,cross
0.645332,cross
0.611488,cross
0.584567,cross
0.665150,cross
0.582348,cross
0.636758,cross
0.712320,cross
0.672362,cross
0.659758,cross
0.590917,cross
0.554219,cross
0.552891,cross
0.659625,cross
0.627038,cross
0.717369,cross
0.788680,cross
0.702594,cross
0.724234,cross
0.666889,cross
0.595328,cross
0.602091,cross
0.701575,cross
0.635287,cross
0.723947,cross
0.808518,cross
0.717726,cross
0.742030,cross
0.687274,cross
0.593519,cross
0.605109,cross
0.679114,cross
0.774710,cross
0.759422,cross
0.764823,cross
0.735139,cross
0.791772,cross
0.756544,cross
0.634696,cross
0.664965,cross
0.682065,cross
0.738447,cross
0.721999,cross
0.776183,cross
0.750078,cross
0.670655,cross
0.732164,cross
0.639522,cross
0.667323,cross
0.689391,cross
0.721914,cross
0.698962,cross
0.757691,cross
0.856018,cross
0.690160,cross
0.818885,within
0.862627,within
0.763462,within
0.730748,within
0.784865,within
0.830579,within
0.760121,within
0.896686,within
0.834986,within
0.768496,within
0.865482,within
0.823632,within
0.771512,within
0.828292,within
0.786308,within
0.846050,within
0.825445,within
0.778492,within
0.865300,within
0.811071,within
0.766613,within
0.835642,within
0.813316,within
0.805469,within
0.856504,within
0.857771,within
0.771350,within
0.788021,within
0.880692,within
0.901263,within
0.878876,within
0.810306,within
0.791828,within
0.906211,within
0.835132,within
0.874422,within
0.845546,within
0.822711,within
0.889374,within
0.865944,within
0.786999,within
0.795493,within
0.874062,within
0.836855,within
0.835740,within
0.917625,within
0.924262,within
0.845968,within
0.841134,within
0.856873,within
0.759629,within
0.767438,within
0.857347,within
0.744251,within
0.772762,within
0.778348,within
0.819714,within
0.815297,within
0.813137,within
0.746242,within
0.791997,within
0.733075,within
0.753668,within
0.803698,within
0.810095,within
0.855435,within
0.856941,within
0.832639,within
0.752971,within
0.785783,within
0.797455,within
0.859053,within
0.802332,within
0.824818,within
0.791636,within
0.796356,within
0.803472,within
0.821906,within
0.844907,within
0.856069,within
0.896587,within
0.746680,within
0.679310,within
0.759458,within
0.781752,within
0.803391,within
0.711383,within
0.781771,within
0.811162,within
0.809288,within
0.819758,within
0.810836,within
0.805838,within
0.776923,within
0.744928,within
0.647324,within
0.744027,within
0.805600,within
0.841506,within
0.767968,within
0.801200,within
0.766429,within
0.809803,within
0.843560,within
0.808722,within
0.816738,within
0.784775,within
0.775747,within
0.808266,within
0.728931,within
0.763788,within
0.821872,within
0.828341,within
0.723152,within
0.802449,within
0.727482,within
0.746195,within
0.792434,within
0.771686,within
0.808464,within
0.662090,within
0.685970,within
0.657582,within
0.748524,within
0.742325,within
0.673336,within
0.659881,within
0.687145,within
0.708195,within
0.701287,within
0.749439,within
0.753980,within
0.696601,within
0.859155,within
0.797180,within
0.753419,within
0.758618,within
0.796263,within
0.795610,within
0.743520,within
0.888794,within
0.761515,within
0.804699,within
0.777925,within
0.804614,within
0.835949,within
0.835237,within
0.833679,within
0.812754,within
0.799212,within
0.826356,within
0.775979,within
0.806397,within
0.797750,within
0.817755,within
0.849229,within
0.861633,within
0.767673,within
0.659460,within
0.741269,within
0.736428,within
0.723678,within
0.775909,within
0.786133,within
0.813620,within
0.795271,within
0.790317,within
0.825023,within
0.843519,within
0.795254,within
0.829761,within
0.780902,within
0.789826,within
0.755918,within
0.730732,within
0.794661,within
0.762329,within
0.751945,within
0.730423,within
0.884130,within
0.808202,within
0.772391,within
0.876850,within
0.818991,within
0.879308,within
0.885991,within
0.832656,within
0.826351,within
0.866807,within
0.806436,within
0.878668,within
0.719479,cross
0.696338,cross
0.738393,cross
0.694825,cross
0.684462,cross
0.697599,cross
0.729693,cross
0.725748,cross
0.770968,cross
0.778300,cross
0.803041,cross
0.680361,cross
0.597078,cross
0.666613,cross
0.768066,cross
0.803360,cross
0.735355,cross
0.739513,cross
0.696508,cross
0.722653,cross
0.728713,cross
0.722600,cross
0.742701,cross
0.732514,cross
0.689380,cross
0.745793,cross
0.713012,cross
0.690766,cross
0.740120,cross
0.757200,cross
0.761672,cross
0.749593,cross
0.689666,cross
0.689848,cross
0.745040,cross
0.785242,cross
0.767867,cross
0.733025,cross
0.786737,cross
0.766927,cross
0.602548,cross
0.658960,cross
0.743708,cross
0.757338,cross
0.839068,cross
0.723375,cross
0.666085,cross
0.764167,cross
0.724646,cross
0.692685,cross
0.734023,cross
0.729532,cross
0.726073,cross
0.720943,cross
0.737866,cross
0.716907,cross
0.758984,cross
0.722568,cross
0.785987,cross
0.729718,cross
0.689241,cross
0.704515,cross
0.767102,cross
0.777211,cross
0.780506,cross
0.738234,cross
0.793897,cross
0.727823,cross
0.612897,cross
0.675756,cross
0.763575,cross
0.796656,cross
0.815690,cross
0.753092,cross
0.663220,cross
0.720405,cross
0.717647,cross
0.713944,cross
0.766762,cross
0.753033,cross
0.703667,cross
0.735783,cross
0.741389,cross
0.721650,cross
0.729881,cross
0.719867,cross
0.739909,cross
0.711643,cross
0.640105,cross
0.639740,cross
0.709064,cross
0.754070,cross
0.714392,cross
0.669139,cross
0.703805,cross
0.721250,cross
0.584060,cross
0.631219,cross
0.736558,cross
0.728866,cross
0.805886,cross
0.703160,cross
0.634933,cross
0.716704,cross
0.669758,cross
0.655150,cross
0.703802,cross
0.704382,cross
0.685916,cross
0.661092,cross
0.691256,cross
0.686176,cross
0.736963,cross
0.694870,cross
0.752328,cross
0.715570,cross
0.648257,cross
0.653738,cross
0.719984,cross
0.722848,cross
0.715012,cross
0.679888,cross
0.713083,cross
0.671538,cross
0.604726,cross
0.649802,cross
0.738199,cross
0.723356,cross
0.753412,cross
0.711153,cross
0.658514,cross
0.676985,cross
0.703713,cross
0.676519,cross
0.711670,cross
0.702504,cross
0.641991,cross
0.644656,cross
0.689628,cross
0.673989,cross
0.757763,cross
0.766709,cross
0.781794,cross
0.743626,cross
0.719156,cross
0.726623,cross
0.758449,cross
0.777083,cross
0.753692,cross
0.736222,cross
0.768944,cross
0.734782,cross
0.614429,cross
0.675757,cross
0.740965,cross
0.749257,cross
0.776775,cross
0.723306,cross
0.680656,cross
0.761942,cross
0.720359,cross
0.682036,cross
0.714951,cross
0.717526,cross
0.690755,cross
0.691370,cross
0.707574,cross
0.712116,cross
0.729652,cross
0.721538,cross
0.753807,cross
0.721651,cross
0.714736,cross
0.724665,cross
0.750370,cross
0.729876,cross
0.774520,cross
0.797041,cross
0.821210,cross
0.681486,cross
0.604102,cross
0.691790,cross
0.769564,cross
0.772916,cross
0.742824,cross
0.737985,cross
0.718987,cross
0.752537,cross
0.778295,cross
0.747707,cross
0.740508,cross
0.726243,cross
0.695357,cross
0.732265,cross
0.701769,cross
0.678383,cross
0.758019,cross
0.719385,cross
0.771795,cross
0.754271,cross
0.650648,cross
0.644872,cross
0.737537,cross
0.744031,cross
0.731980,cross
0.700990,cross
0.739563,cross
0.699288,cross
0.606967,cross
0.682472,cross
0.813403,cross
0.776055,cross
0.784500,cross
0.756091,cross
0.684408,cross
0.724325,cross
0.759703,cross
0.745605,cross
0.759310,cross
0.735732,cross
0.685400,cross
0.680354,cross
0.698134,cross
0.679763,cross
0.852756,cross
0.810171,cross
0.751147,cross
0.771431,cross
0.798699,cross
0.747298,cross
0.814121,cross
0.789841,cross
0.785755,cross
0.753574,cross
0.847980,cross
0.777941,cross
0.774176,cross
0.761019,cross
0.771890,cross
0.815512,cross
0.775005,cross
0.695535,cross
0.724471,cross
0.753653,cross
0.744093,cross
0.832452,cross
0.792671,cross
0.761352,cross
0.757034,cross
0.821387,cross
0.740655,cross
0.793730,cross
0.753666,cross
0.745672,cross
0.748978,cross
0.805328,cross
0.763418,cross
0.813652,cross
0.738173,cross
0.730292,cross
0.773592,cross
0.731017,cross
0.705468,cross
0.700160,cross
0.713410,cross
0.717433,cross
0.834988,cross
0.822664,cross
0.757411,cross
0.764132,cross
0.807119,cross
0.739506,cross
0.795129,cross
0.775081,cross
0.792071,cross
0.781902,cross
0.840763,cross
0.747812,cross
0.753569,cross
0.755480,cross
0.772802,cross
0.825348,cross
0.782367,cross
0.701451,cross
0.730215,cross
0.746581,cross
0.746555,cross
0.822263,cross
0.813146,cross
0.757902,cross
0.764180,cross
0.844248,cross
0.764564,cross
0.833509,cross
0.756367,cross
0.755781,cross
0.769370,cross
0.845862,cross
0.766590,cross
0.774482,cross
0.783783,cross
0.788831,cross
0.821055,cross
0.768105,cross
0.717354,cross
0.722096,cross
0.752828,cross
0.736798,cross
0.767596,cross
0.794220,cross
0.773706,cross
0.743791,cross
0.770272,cross
0.770663,cross
0.803830,cross
0.693848,cross
0.717590,cross
0.678905,cross
0.787682,cross
0.772334,cross
0.736654,cross
0.712335,cross
0.722329,cross
0.743967,cross
0.718480,cross
0.663344,cross
0.704688,cross
0.717060,cross
0.692894,cross
0.759354,cross
0.801608,cross
0.776963,cross
0.745436,cross
0.787308,cross
0.770033,cross
0.792184,cross
0.688972,cross
0.725872,cross
0.678790,cross
0.778920,cross
0.758847,cross
0.739332,cross
0.713157,cross
0.727625,cross
0.750746,cross
0.722216,cross
0.678453,cross
0.711433,cross
0.708354,cross
0.700681,cross
0.839021,cross
0.828619,cross
0.797942,cross
0.794602,cross
0.831825,cross
0.753370,cross
0.851386,cross
0.778152,cross
0.792075,cross
0.759530,cross
0.852043,cross
0.771137,cross
0.778102,cross
0.772204,cross
0.789100,cross
0.836115,cross
0.779531,cross
0.712967,cross
0.747584,cross
0.762678,cross
0.745225,cross
0.779800,cross
0.766782,cross
0.789979,cross
0.802826,cross
0.801758,cross
0.845673,cross
0.832268,cross
0.795049,cross
0.746395,cross
0.813167,cross
0.752416,cross
0.710047,cross
0.745529,cross
0.805082,cross
0.759147,cross
0.705983,cross
0.769290,cross
0.745377,cross
0.780077,cross
0.795024,cross
0.643394,cross
0.650156,cross
0.697858,cross
0.706649,cross
0.671784,cross
0.707912,cross
0.728934,cross
0.720844,cross
0.753758,cross
0.775015,cross
0.756387,cross
0.740201,cross
0.798327,cross
0.821614,cross
0.798161,cross
0.774943,cross
0.749281,cross
0.743791,cross
0.791387,cross
0.759826,cross
0.709905,cross
0.737278,cross
0.763763,cross
0.756590,cross
0.678609,cross
0.712301,cross
0.698552,cross
0.688277,cross
0.741485,cross
0.722670,cross
0.699822,cross
0.704094,cross
0.722423,cross
0.766962,cross
0.743865,cross
0.697343,cross
0.761653,cross
0.801928,cross
0.770164,cross
0.738018,cross
0.805830,cross
0.829119,cross
0.823312,cross
0.789419,cross
0.882979,cross
0.873860,cross
0.880238,cross
0.867944,cross
0.758652,within
0.653363,within
0.710619,within
0.734356,within
0.781138,within
0.665692,within
0.666889,within
0.648661,within
0.817737,within
0.704254,within
0.858452,within
0.808573,within
0.604820,within
0.768417,within
0.836600,within
0.738281,within
0.876394,within
0.739584,within
0.683722,within
0.677972,within
0.586487,within
0.829483,within
0.773729,within
0.799278,within
0.702887,within
0.834282,within
0.792246,within
0.785738,within
0.653989,within
0.899738,within
0.601549,within
0.700656,within
0.676567,within
0.570075,within
0.666480,within
0.656907,within
0.691035,within
0.876372,within
0.599714,within
0.711753,within
0.580437,within
0.635452,within
0.627369,within
0.807787,within
0.874908,within
0.880268,within
0.625400,within
0.896860,within
0.656177,within
0.644612,within
0.653406,within
0.752216,within
0.692489,within
0.686793,within
0.755526,within
0.695986,within
0.930919,within
0.658293,within
0.742143,within
0.659790,within
0.589833,within
0.604242,within
0.692119,within
0.668512,within
0.677141,within
0.788829,within
0.634995,within
0.621877,within
0.520772,within
0.610261,within
0.706108,within
0.802049,within
0.677548,within
0.933716,within
0.676496,within
0.682504,within
0.638187,within
0.528074,within
0.703523,within
0.745201,within
0.691159,within
0.726995,within
0.528648,within
0.636716,within
0.611906,within
0.808059,within
0.731293,within
0.606738,within
0.734087,within
0.662512,within
0.739369,within
0.778647,within
0.809764,within
0.806462,within
0.658640,within
0.639947,within
0.785790,within
0.655464,within
0.642872,within
0.693494,within
0.707146,within
0.642813,within
0.759732,within
0.784244,within
0.649201,within
0.573026,within
0.614260,within
0.766481,within
0.781621,within
0.712850,within
0.732519,within
0.751068,within
0.545203,within
0.734238,within
0.753517,within
0.832952,within
0.764078,within
0.839487,within
0.675779,within
0.655174,within
0.620139,within
0.814664,within
0.802748,within
0.619463,within
0.844543,within
0.850888,within
0.852673,within
0.693426,within
0.802276,within
0.679699,within
0.739246,within
0.701230,within
0.710014,within
0.787007,within
0.812045,within
0.746288,within
0.705671,within
0.892663,within
0.798760,within
0.699392,within
0.722519,within
0.651059,within
0.765175,within
0.697293,within
0.787830,within
0.802539,within
0.715687,within
0.875000,within
0.875000,within
0.875000,within
0.875000,within
0.875000,within
0.875000,within
0.875000,within
0.875000,within
0.875000,within
0.875000,within
0.875000,within
0.875000,within
0.875000,within
0.811098,within
0.875000,within
0.851124,within
0.866929,within
0.992606,within
0.992606,within
0.992606,within
1.000000,within
0.992606,within
0.992606,within
0.982606,within
0.928193,within
0.939223,within
0.991849,within
0.785279,within
0.825576,within
0.633944,within
0.693872,within
0.889694,within
0.875000,within
0.855544,within
0.872796,within
0.698848,within
0.643995,within
0.813416,within
0.558244,within
0.792114,within
0.894477,within
0.881293,within
0.902017,within
0.891025,within
0.673598,within
0.622121,within
0.847406,within
0.775033,within
0.672553,within
0.508449,within
0.906835,within
0.735352,within
0.783043,within
0.646386,within
0.766671,within
0.828045,within
0.840682,within
0.841818,within
0.846414,within
0.818194,within
0.864175,within
0.599000,within
0.738744,within
0.823485,within
0.875000,within
0.708647,within
0.610879,within
0.544699,within
0.752959,within
0.675735,within
0.738425,within
0.817212,within
0.738623,within
0.671322,within
0.699490,within
0.897444,within
0.750432,within
0.708362,within
0.752711,within
0.627697,within
0.716097,within
0.776008,within
0.926835,within
0.789628,within
0.654902,within
0.776324,within
0.676007,within
0.819479,within
0.547046,within
0.681088,within
0.657878,within
0.752775,within
0.696764,within
0.741760,within
0.773773,within
0.699830,within
0.878693,within
0.717846,within
0.688400,within
0.715070,within
0.754090,within
0.798764,within
0.576360,within
0.735315,within
0.645728,within
0.552786,within
0.710093,within
0.762499,within
0.785374,within
0.826258,within
0.730694,within
0.781736,within
0.606597,within
0.609775,within
0.773870,within
0.673377,within
0.664154,within
0.760514,within
0.762759,within
0.663618,within
0.592180,within
0.797740,within
0.792661,within
0.869111,within
0.650403,within
0.696805,within
0.778951,within
0.751951,within
0.611008,within
0.877706,within
0.737321,within
0.601996,within
0.794062,within
0.692279,within
0.776267,within
0.618584,within
0.659537,within
0.709883,within
0.690924,within
0.616411,within
0.681221,within
0.795236,within
0.756019,within
0.909199,within
0.813317,within
0.830313,within
0.944466,within
0.816082,within
0.862094,within
0.927563,within
0.932209,within
0.883743,within
0.903692,within
0.869772,within
0.889178,within
0.945522,within
0.859522,within
0.837581,within
0.875120,within
0.848205,within
0.948294,within
0.689673,within
0.906457,within
0.898926,within
0.897897,within
0.877806,within
0.889037,within
0.903019,within
0.842551,within
0.939968,within
0.835404,within
0.826568,within
0.797694,within
0.717815,within
0.805041,within
0.833237,within
0.800331,within
0.868504,within
0.856249,within
0.898664,within
0.795353,within
0.860131,within
0.934995,within
0.764355,within
0.920224,within
0.833434,within
0.780340,within
0.734571,within
0.771595,within
0.934807,within
0.897699,within
0.953422,within
0.935141,within
0.799771,within
0.825782,within
0.818081,within
0.745176,within
0.875020,within
0.834293,within
0.813699,within
0.815770,within
0.832197,within
0.894795,within
0.915249,within
0.860025,within
0.901782,within
0.826839,within
0.835502,within
0.903595,within
0.762572,within
0.842323,within
0.935376,within
0.932610,within
0.874046,within
0.834760,within
0.902232,within
0.961288,within
0.929744,within
0.820013,within
0.813359,within
0.841149,within
0.941061,within
0.845379,within
0.915759,within
0.909560,within
0.901800,within
0.967652,within
0.961058,within
0.687244,within
0.903579,within
0.651726,within
0.818078,within
0.629850,within
0.606660,within
0.791091,within
0.650946,within
0.711477,within
0.625264,within
0.537573,within
0.818720,within
0.600104,within
0.675467,within
0.590807,within
0.703207,within
0.658589,within
0.614314,within
0.745921,within
0.720598,within
0.734520,within
0.833340,within
0.880928,within
0.678804,within
0.867784,within
0.837267,within
0.816474,within
0.814312,within
0.794875,within
0.754921,within
0.793089,within
0.794478,within
0.826851,within
0.881129,within
0.881514,within
0.729802,within
0.633971,within
0.720136,within
0.875780,within
0.950334,within
0.929088,within
0.595021,within
0.801021,within
0.684005,within
0.698438,within
0.690487,within
0.855378,within
0.780266,within
0.794015,within
0.892797,within
0.776687,within
0.894018,within
0.761393,within
0.839734,within
0.588658,within
0.420463,within
0.488817,within
0.776286,within
0.696483,within
0.679143,within
0.895077,within
0.688825,within
0.879711,within
0.903073,within
0.654705,within
0.660208,within
0.763781,within
0.766748,within
0.799921,within
0.848823,within
0.885976,within
0.808737,within
0.868175,within
0.629938,within
0.901089,within
0.793153,within
0.634647,within
0.563427,within
0.657631,within
0.798688,within
0.949203,within
0.952814,within
0.891323,within
0.700459,within
0.868060,within
0.887680,within
0.844575,within
0.881056,within
0.539272,within
0.796967,within
0.540227,within
0.736577,within
0.685497,within
0.888353,within
0.687364,within
0.688770,within
0.906624,within
0.784679,within
0.794760,within
0.809057,within
0.610814,within
0.677429,within
0.539618,within
0.593916,within
0.597969,within
0.632537,within
0.705873,within
0.805009,within
0.656651,within
0.647577,within
0.779044,within
0.788507,within
0.742033,within
0.539900,within
0.642130,within
0.738754,within
0.626703,within
0.553145,within
0.807768,within
0.733579,within
0.763628,within
0.605471,within
0.686464,within
0.685264,within
0.706762,within
0.844285,within
0.931010,within
0.606817,within
0.665006,within
0.594128,within
0.650203,within
0.786207,within
0.617223,within
0.762069,within
0.749613,within
0.824544,within
0.781409,within
0.610716,within
0.597395,within
0.700002,within
0.614275,within
0.759739,within
0.693677,within
0.629530,within
0.734415,within
0.726538,within
0.648852,within
0.789823,within
0.684035,within
0.611147,within
0.766649,within
0.741199,within
0.678733,within
0.819069,within
0.753651,within
0.689698,within
0.618227,within
0.712745,within
0.444560,within
0.409461,within
0.575429,within
0.757559,within
0.724822,within
0.720542,within
0.674148,within
0.631275,within
0.684028,within
0.766517,within
0.650089,within
0.698947,within
0.712393,within
0.516977,within
0.386267,within
0.392650,within
0.668295,within
0.811251,within
0.600657,within
0.742230,within
0.911378,within
0.660110,within
0.627696,within
0.618871,within
0.812313,within
0.760445,within
0.560469,within
0.744364,within
0.857122,within
0.677146,within
0.615279,within
0.628085,within
0.557300,within
0.659117,within
0.761094,within
0.665939,within
0.615095,within
0.642133,within
0.784773,within
0.644729,within
0.672910,within
0.629179,within
0.745839,within
0.586893,within
0.772261,within
0.685520,within
0.630377,within
0.667212,within
0.726690,within
0.888025,within
0.732720,within
0.731445,within
0.694793,within
0.723291,within
0.720607,within
0.848357,within
0.658990,within
0.577004,within
0.700937,within
0.647673,within
0.766079,within
0.635980,within
0.743556,within
0.831629,within
0.773332,within
0.745811,within
0.854523,within
0.703444,within
0.776717,within
0.636828,within
0.633204,within
0.708288,within
0.627610,within
0.747661,within
0.889718,within
0.662314,within
0.701852,within
0.840751,within
0.685460,within
0.654698,within
0.700167,within
0.819993,within
0.798442,within
0.796763,within
0.547707,within
0.818527,within
0.805139,within
0.875000,within
0.816402,within
0.611931,within
0.655043,within
0.779029,within
0.614623,within
0.603420,within
0.809782,within
0.943772,within
0.721174,within
0.674232,within
0.632099,within
0.774682,within
0.848846,within
0.680670,within
0.558917,within
0.711706,within
0.701759,within
0.670758,within
0.638137,within
0.780376,within
0.605287,within
0.793823,within
0.637768,within
0.648828,within
0.748127,within
0.673883,within
0.727224,within
0.726243,within
0.854170,within
0.713328,within
0.690729,within
0.634570,within
0.625226,within
0.730415,within
0.944179,within
0.589017,within
0.761023,within
0.890681,within
0.735673,within
0.340489,within
0.686319,within
0.897725,within
0.688343,within
0.656763,within
0.851170,within
0.742568,within
0.590408,within
0.644061,within
0.757917,within
0.624082,within
0.773798,within
0.702732,within
0.761840,within
0.668320,within
0.960581,within
0.633666,within
0.636968,within
0.687930,within
0.571471,within
0.700312,within
0.568398,within
0.695121,within
0.813237,within
0.804846,within
0.734009,within
0.846005,within
0.758378,within
0.643160,within
0.854763,within
0.659480,within
0.652492,within
0.694102,within
0.642643,within
0.649973,within
0.642003,within
0.644539,within
0.889141,within
0.885296,within
0.880761,within
0.601090,within
0.680538,within
0.912341,within
0.826689,within
0.677498,within
0.634823,within
0.747610,within
0.774352,within
0.727538,within
0.730840,within
0.807234,within
0.680020,within
0.804155,within
0.929029,within
0.667915,within
0.680755,within
0.873981,within
0.588026,within
0.755221,within
0.706510,within
0.736485,within
0.681574,within
0.883596,within
0.605552,within
0.783508,within
0.760771,within
0.666880,within
0.544585,within
0.660839,within
0.746032,within
0.703892,within
0.681132,within
0.652800,within
0.776226,within
0.780418,within
0.792030,within
0.695913,within
0.716115,within
0.676565,within
0.682829,within
0.667707,within
0.647600,within
0.620604,within
0.733870,within
0.651025,within
0.693126,within
0.782014,within
0.817523,within
0.898107,within
0.645167,within
0.694789,within
0.874702,within
0.898112,within
0.753585,within
0.878377,within
0.796217,within
0.756171,within
0.725289,within
0.747717,within
0.697845,within
0.800559,within
0.845234,within
